"ResourceType","Namespace","Type"
"Microsoft.ManagedNetworkFabric/L2IsolationDomains","Microsoft.ManagedNetworkFabric","L2IsolationDomains"
"Microsoft.ManagedNetworkFabric/L3IsolationDomains","Microsoft.ManagedNetworkFabric","L3IsolationDomains"
"Microsoft.ManagedNetworkFabric/accesscontrollists","Microsoft.ManagedNetworkFabric","accesscontrollists"
"Microsoft.ManagedNetworkFabric/RoutePolicies","Microsoft.ManagedNetworkFabric","RoutePolicies"
"Microsoft.ManagedNetworkFabric/L3IsolationDomains/externalNetworks","Microsoft.ManagedNetworkFabric","L3IsolationDomains/externalNetworks"
"Microsoft.ManagedNetworkFabric/L3IsolationDomains/internalNetworks","Microsoft.ManagedNetworkFabric","L3IsolationDomains/internalNetworks"
"Microsoft.ManagedNetworkFabric/NetworkFabrics/NetworkToNetworkInterconnects","Microsoft.ManagedNetworkFabric","NetworkFabrics/NetworkToNetworkInterconnects"
"Microsoft.ManagedNetworkFabric/IpExtendedCommunities","Microsoft.ManagedNetworkFabric","IpExtendedCommunities"
"Microsoft.ManagedNetworkFabric/IpCommunities","Microsoft.ManagedNetworkFabric","IpCommunities"
"Microsoft.ManagedNetworkFabric/ipprefixes","Microsoft.ManagedNetworkFabric","ipprefixes"
"Microsoft.ManagedNetworkFabric/InternetGateways","Microsoft.ManagedNetworkFabric","InternetGateways"
"Microsoft.ManagedNetworkFabric/internetgatewayrules","Microsoft.ManagedNetworkFabric","internetgatewayrules"
"Microsoft.ManagedNetworkFabric/networkpacketbrokers","Microsoft.ManagedNetworkFabric","networkpacketbrokers"
"Microsoft.ManagedNetworkFabric/networktaps","Microsoft.ManagedNetworkFabric","networktaps"
"Microsoft.ManagedNetworkFabric/networktaprules","Microsoft.ManagedNetworkFabric","networktaprules"
"Microsoft.ManagedNetworkFabric/neighborgroups","Microsoft.ManagedNetworkFabric","neighborgroups"
"Microsoft.ManufacturingPlatform/locations","Microsoft.ManufacturingPlatform","locations"
"Microsoft.ManufacturingPlatform/operations","Microsoft.ManufacturingPlatform","operations"
"Microsoft.MarketplaceOrdering/agreements","Microsoft.MarketplaceOrdering","agreements"
"Microsoft.MarketplaceOrdering/operations","Microsoft.MarketplaceOrdering","operations"
"Microsoft.MarketplaceOrdering/offertypes","Microsoft.MarketplaceOrdering","offertypes"
"Microsoft.Mission/Locations","Microsoft.Mission","Locations"
"Microsoft.Mission/Locations/OperationStatuses","Microsoft.Mission","Locations/OperationStatuses"
"Microsoft.Mission/Operations","Microsoft.Mission","Operations"
"Microsoft.Mission/virtualEnclaves/endpoints","Microsoft.Mission","virtualEnclaves/endpoints"
"Microsoft.Mission/checkNameAvailability","Microsoft.Mission","checkNameAvailability"
"Microsoft.MobileNetwork/Locations","Microsoft.MobileNetwork","Locations"
"Microsoft.MobileNetwork/Locations/OperationStatuses","Microsoft.MobileNetwork","Locations/OperationStatuses"
"Microsoft.MobileNetwork/Operations","Microsoft.MobileNetwork","Operations"
"Microsoft.MobileNetwork/packetCoreControlPlaneVersions","Microsoft.MobileNetwork","packetCoreControlPlaneVersions"
"Microsoft.MobilePacketCore/Locations","Microsoft.MobilePacketCore","Locations"
"Microsoft.MobilePacketCore/Locations/OperationStatuses","Microsoft.MobilePacketCore","Locations/OperationStatuses"
"Microsoft.MobilePacketCore/Operations","Microsoft.MobilePacketCore","Operations"
"Microsoft.ModSimWorkbench/Locations/operationStatuses","Microsoft.ModSimWorkbench","Locations/operationStatuses"
"Microsoft.ModSimWorkbench/Locations","Microsoft.ModSimWorkbench","Locations"
"Microsoft.ModSimWorkbench/Operations","Microsoft.ModSimWorkbench","Operations"
"Microsoft.MySQLDiscovery/locations","Microsoft.MySQLDiscovery","locations"
"Microsoft.MySQLDiscovery/locations/operationStatuses","Microsoft.MySQLDiscovery","locations/operationStatuses"
"Microsoft.MySQLDiscovery/MySQLSites","Microsoft.MySQLDiscovery","MySQLSites"
"Microsoft.MySQLDiscovery/MySQLSites/MySQLServers","Microsoft.MySQLDiscovery","MySQLSites/MySQLServers"
"Microsoft.MySQLDiscovery/MySQLSites/Refresh","Microsoft.MySQLDiscovery","MySQLSites/Refresh"
"Microsoft.MySQLDiscovery/MySQLSites/Summaries","Microsoft.MySQLDiscovery","MySQLSites/Summaries"
"Microsoft.MySQLDiscovery/MySQLSites/ErrorSummaries","Microsoft.MySQLDiscovery","MySQLSites/ErrorSummaries"
"Microsoft.MySQLDiscovery/operations","Microsoft.MySQLDiscovery","operations"
"Microsoft.NetApp/netAppAccounts","Microsoft.NetApp","netAppAccounts"
"Microsoft.NetApp/netAppAccounts/snapshotPolicies","Microsoft.NetApp","netAppAccounts/snapshotPolicies"
"Microsoft.NetApp/netAppAccounts/volumeGroups","Microsoft.NetApp","netAppAccounts/volumeGroups"
"Microsoft.NetApp/netAppAccounts/capacityPools","Microsoft.NetApp","netAppAccounts/capacityPools"
"Microsoft.NetApp/netAppAccounts/capacityPools/volumes","Microsoft.NetApp","netAppAccounts/capacityPools/volumes"
"Microsoft.NetApp/netAppAccounts/capacityPools/volumes/mountTargets","Microsoft.NetApp","netAppAccounts/capacityPools/volumes/mountTargets"
"Microsoft.NetApp/netAppAccounts/capacityPools/volumes/snapshots","Microsoft.NetApp","netAppAccounts/capacityPools/volumes/snapshots"
"Microsoft.NetApp/netAppAccounts/capacityPools/volumes/volumeQuotaRules","Microsoft.NetApp","netAppAccounts/capacityPools/volumes/volumeQuotaRules"
"Microsoft.NetApp/locations","Microsoft.NetApp","locations"
"Microsoft.NetApp/locations/checkNameAvailability","Microsoft.NetApp","locations/checkNameAvailability"
"Microsoft.NetApp/locations/checkFilePathAvailability","Microsoft.NetApp","locations/checkFilePathAvailability"
"Microsoft.NetApp/operations","Microsoft.NetApp","operations"
"Microsoft.NetApp/locations/checkQuotaAvailability","Microsoft.NetApp","locations/checkQuotaAvailability"
"Microsoft.NetApp/locations/queryNetworkSiblingSet","Microsoft.NetApp","locations/queryNetworkSiblingSet"
"Microsoft.NetApp/locations/updateNetworkSiblingSet","Microsoft.NetApp","locations/updateNetworkSiblingSet"
"Microsoft.NetApp/locations/regionInfo","Microsoft.NetApp","locations/regionInfo"
"Microsoft.NetApp/locations/regionInfos","Microsoft.NetApp","locations/regionInfos"
"Microsoft.NetApp/locations/QuotaLimits","Microsoft.NetApp","locations/QuotaLimits"
"Microsoft.NetApp/locations/CheckInventory","Microsoft.NetApp","locations/CheckInventory"
"Microsoft.NetApp/locations/operationResults","Microsoft.NetApp","locations/operationResults"
"Microsoft.NetworkAnalytics/Locations","Microsoft.NetworkAnalytics","Locations"
"Microsoft.NetworkAnalytics/Locations/OperationStatuses","Microsoft.NetworkAnalytics","Locations/OperationStatuses"
"Microsoft.NetworkAnalytics/Operations","Microsoft.NetworkAnalytics","Operations"
"Microsoft.NetworkAnalytics/registeredSubscriptions","Microsoft.NetworkAnalytics","registeredSubscriptions"
"Microsoft.NetworkCloud/locations","Microsoft.NetworkCloud","locations"
"Microsoft.NetworkCloud/locations/operationStatuses","Microsoft.NetworkCloud","locations/operationStatuses"
"Microsoft.NetworkCloud/clusterManagers","Microsoft.NetworkCloud","clusterManagers"
"Microsoft.NetworkCloud/racks","Microsoft.NetworkCloud","racks"
"Microsoft.NetworkCloud/clusters","Microsoft.NetworkCloud","clusters"
"Microsoft.NetworkCloud/bareMetalMachines","Microsoft.NetworkCloud","bareMetalMachines"
"Microsoft.NetworkCloud/virtualMachines","Microsoft.NetworkCloud","virtualMachines"
"Microsoft.NetworkCloud/operations","Microsoft.NetworkCloud","operations"
"Microsoft.NetworkCloud/rackSkus","Microsoft.NetworkCloud","rackSkus"
"Microsoft.NetworkCloud/cloudServicesNetworks","Microsoft.NetworkCloud","cloudServicesNetworks"
"Microsoft.NetworkCloud/l2Networks","Microsoft.NetworkCloud","l2Networks"
"Microsoft.NetworkCloud/storageAppliances","Microsoft.NetworkCloud","storageAppliances"
"Microsoft.NetworkCloud/trunkedNetworks","Microsoft.NetworkCloud","trunkedNetworks"
"Microsoft.NetworkCloud/l3Networks","Microsoft.NetworkCloud","l3Networks"
"Microsoft.NetworkCloud/clusters/metricsConfigurations","Microsoft.NetworkCloud","clusters/metricsConfigurations"
"Microsoft.NetworkCloud/virtualMachines/consoles","Microsoft.NetworkCloud","virtualMachines/consoles"
"Microsoft.NetworkCloud/clusters/bareMetalMachineKeySets","Microsoft.NetworkCloud","clusters/bareMetalMachineKeySets"
"Microsoft.NetworkCloud/clusters/bmcKeySets","Microsoft.NetworkCloud","clusters/bmcKeySets"
"Microsoft.NetworkCloud/volumes","Microsoft.NetworkCloud","volumes"
"Microsoft.NetworkCloud/registeredSubscriptions","Microsoft.NetworkCloud","registeredSubscriptions"
"Microsoft.NetworkCloud/kubernetesClusters","Microsoft.NetworkCloud","kubernetesClusters"
"Microsoft.NetworkCloud/kubernetesClusters/agentPools","Microsoft.NetworkCloud","kubernetesClusters/agentPools"
"Microsoft.NetworkFunction/azureTrafficCollectors","Microsoft.NetworkFunction","azureTrafficCollectors"
"Microsoft.NetworkFunction/azureTrafficCollectors/collectorPolicies","Microsoft.NetworkFunction","azureTrafficCollectors/collectorPolicies"
"Microsoft.NetworkFunction/meshVpns","Microsoft.NetworkFunction","meshVpns"
"Microsoft.NetworkFunction/meshVpns/connectionPolicies","Microsoft.NetworkFunction","meshVpns/connectionPolicies"
"Microsoft.NetworkFunction/meshVpns/privateEndpointConnections","Microsoft.NetworkFunction","meshVpns/privateEndpointConnections"
"Microsoft.NetworkFunction/meshVpns/privateEndpointConnectionProxies","Microsoft.NetworkFunction","meshVpns/privateEndpointConnectionProxies"
"Microsoft.NetworkFunction/operations","Microsoft.NetworkFunction","operations"
"Microsoft.NetworkFunction/locations","Microsoft.NetworkFunction","locations"
"Microsoft.NetworkFunction/locations/nfvOperations","Microsoft.NetworkFunction","locations/nfvOperations"
"Microsoft.NetworkFunction/locations/nfvOperationResults","Microsoft.NetworkFunction","locations/nfvOperationResults"
"Microsoft.Nutanix/operations","Microsoft.Nutanix","operations"
"Microsoft.Nutanix/locations","Microsoft.Nutanix","locations"
"Microsoft.ObjectStore/osNamespaces","Microsoft.ObjectStore","osNamespaces"
"Microsoft.OffAzureSpringBoot/locations","Microsoft.OffAzureSpringBoot","locations"
"Microsoft.OffAzureSpringBoot/locations/operationStatuses","Microsoft.OffAzureSpringBoot","locations/operationStatuses"
"Microsoft.OffAzureSpringBoot/springbootsites","Microsoft.OffAzureSpringBoot","springbootsites"
"Microsoft.OffAzureSpringBoot/springbootsites/springbootservers","Microsoft.OffAzureSpringBoot","springbootsites/springbootservers"
"Microsoft.OffAzureSpringBoot/springbootsites/springbootapps","Microsoft.OffAzureSpringBoot","springbootsites/springbootapps"
"Microsoft.OffAzureSpringBoot/operations","Microsoft.OffAzureSpringBoot","operations"
"Microsoft.OffAzureSpringBoot/springbootsites/summaries","Microsoft.OffAzureSpringBoot","springbootsites/summaries"
"Microsoft.OffAzureSpringBoot/springbootsites/errorsummaries","Microsoft.OffAzureSpringBoot","springbootsites/errorsummaries"
"Microsoft.OpenEnergyPlatform/Locations","Microsoft.OpenEnergyPlatform","Locations"
"Microsoft.OpenEnergyPlatform/Locations/OperationStatuses","Microsoft.OpenEnergyPlatform","Locations/OperationStatuses"
"Microsoft.OpenEnergyPlatform/energyServices","Microsoft.OpenEnergyPlatform","energyServices"
"Microsoft.OpenEnergyPlatform/checkNameAvailability","Microsoft.OpenEnergyPlatform","checkNameAvailability"
"Microsoft.OpenEnergyPlatform/Operations","Microsoft.OpenEnergyPlatform","Operations"
"Microsoft.OpenEnergyPlatform/energyServices/privateEndpointConnections","Microsoft.OpenEnergyPlatform","energyServices/privateEndpointConnections"
"Microsoft.OpenEnergyPlatform/energyServices/privateLinkResources","Microsoft.OpenEnergyPlatform","energyServices/privateLinkResources"
"Microsoft.OpenEnergyPlatform/energyServices/privateEndpointConnectionProxies","Microsoft.OpenEnergyPlatform","energyServices/privateEndpointConnectionProxies"
"Microsoft.OperatorVoicemail/Operations","Microsoft.OperatorVoicemail","Operations"
"Microsoft.OperatorVoicemail/Locations","Microsoft.OperatorVoicemail","Locations"
"Microsoft.OperatorVoicemail/Locations/OperationStatuses","Microsoft.OperatorVoicemail","Locations/OperationStatuses"
"Microsoft.OperatorVoicemail/Locations/checkNameAvailability","Microsoft.OperatorVoicemail","Locations/checkNameAvailability"
"Microsoft.OracleDiscovery/locations","Microsoft.OracleDiscovery","locations"
"Microsoft.OracleDiscovery/locations/operationStatuses","Microsoft.OracleDiscovery","locations/operationStatuses"
"Microsoft.OracleDiscovery/oraclesites","Microsoft.OracleDiscovery","oraclesites"
"Microsoft.OracleDiscovery/oraclesites/oracleservers","Microsoft.OracleDiscovery","oraclesites/oracleservers"
"Microsoft.OracleDiscovery/oraclesites/oracledatabases","Microsoft.OracleDiscovery","oraclesites/oracledatabases"
"Microsoft.OracleDiscovery/oraclesites/summaries","Microsoft.OracleDiscovery","oraclesites/summaries"
"Microsoft.OracleDiscovery/oraclesites/errorSummaries","Microsoft.OracleDiscovery","oraclesites/errorSummaries"
"Microsoft.OracleDiscovery/operations","Microsoft.OracleDiscovery","operations"
"Microsoft.Orbital/availableGroundStations","Microsoft.Orbital","availableGroundStations"
"Microsoft.Orbital/contactProfiles","Microsoft.Orbital","contactProfiles"
"Microsoft.Orbital/spacecrafts","Microsoft.Orbital","spacecrafts"
"Microsoft.Orbital/spacecrafts/contacts","Microsoft.Orbital","spacecrafts/contacts"
"Microsoft.Orbital/groundStations","Microsoft.Orbital","groundStations"
"Microsoft.Orbital/globalCommunicationsSites","Microsoft.Orbital","globalCommunicationsSites"
"Microsoft.Orbital/l2Connections","Microsoft.Orbital","l2Connections"
"Microsoft.Orbital/edgeSites","Microsoft.Orbital","edgeSites"
"Microsoft.Orbital/operations","Microsoft.Orbital","operations"
"Microsoft.Orbital/locations","Microsoft.Orbital","locations"
"Microsoft.Orbital/locations/operationResults","Microsoft.Orbital","locations/operationResults"
"Microsoft.Orbital/locations/operationStatuses","Microsoft.Orbital","locations/operationStatuses"
"Microsoft.PartnerManagedConsumerRecurrence/recurrences","Microsoft.PartnerManagedConsumerRecurrence","recurrences"
"Microsoft.PartnerManagedConsumerRecurrence/operations","Microsoft.PartnerManagedConsumerRecurrence","operations"
"Microsoft.PartnerManagedConsumerRecurrence/checkEligibility","Microsoft.PartnerManagedConsumerRecurrence","checkEligibility"
"Microsoft.PartnerManagedConsumerRecurrence/operationStatuses","Microsoft.PartnerManagedConsumerRecurrence","operationStatuses"
"Microsoft.Peering/peerings","Microsoft.Peering","peerings"
"Microsoft.Peering/peeringLocations","Microsoft.Peering","peeringLocations"
"Microsoft.Peering/legacyPeerings","Microsoft.Peering","legacyPeerings"
"Microsoft.Peering/peerAsns","Microsoft.Peering","peerAsns"
"Microsoft.Peering/peeringServices","Microsoft.Peering","peeringServices"
"Microsoft.Peering/peeringServiceCountries","Microsoft.Peering","peeringServiceCountries"
"Microsoft.Peering/peeringServiceLocations","Microsoft.Peering","peeringServiceLocations"
"Microsoft.Peering/peeringServiceProviders","Microsoft.Peering","peeringServiceProviders"
"Microsoft.Peering/checkServiceProviderAvailability","Microsoft.Peering","checkServiceProviderAvailability"
"Microsoft.Peering/lookingGlass","Microsoft.Peering","lookingGlass"
"Microsoft.Peering/cdnPeeringPrefixes","Microsoft.Peering","cdnPeeringPrefixes"
"Microsoft.Peering/operations","Microsoft.Peering","operations"
"Microsoft.Pki/Operations","Microsoft.Pki","Operations"
"Microsoft.PowerBI/workspaceCollections","Microsoft.PowerBI","workspaceCollections"
"Microsoft.PowerBI/locations","Microsoft.PowerBI","locations"
"Microsoft.PowerBI/locations/checkNameAvailability","Microsoft.PowerBI","locations/checkNameAvailability"
"Microsoft.PowerBI/privateLinkServicesForPowerBI","Microsoft.PowerBI","privateLinkServicesForPowerBI"
"Microsoft.PowerBI/privateLinkServicesForPowerBI/operationResults","Microsoft.PowerBI","privateLinkServicesForPowerBI/operationResults"
"Microsoft.PowerBI/operations","Microsoft.PowerBI","operations"
"Microsoft.PowerPlatform/operations","Microsoft.PowerPlatform","operations"
"Microsoft.PowerPlatform/enterprisePolicies","Microsoft.PowerPlatform","enterprisePolicies"
"Microsoft.PowerPlatform/accounts","Microsoft.PowerPlatform","accounts"
"Microsoft.PowerPlatform/locations","Microsoft.PowerPlatform","locations"
"Microsoft.PowerPlatform/locations/deleteVirtualNetworkOrSubnets","Microsoft.PowerPlatform","locations/deleteVirtualNetworkOrSubnets"
"Microsoft.PowerPlatform/locations/validateDeleteVirtualNetworkOrSubnets","Microsoft.PowerPlatform","locations/validateDeleteVirtualNetworkOrSubnets"
"Microsoft.ProfessionalService/checkNameAvailability","Microsoft.ProfessionalService","checkNameAvailability"
"Microsoft.ProfessionalService/eligibilityCheck","Microsoft.ProfessionalService","eligibilityCheck"
"Microsoft.ProfessionalService/operationResults","Microsoft.ProfessionalService","operationResults"
"Microsoft.ProfessionalService/operations","Microsoft.ProfessionalService","operations"
"Microsoft.ProfessionalService/resources","Microsoft.ProfessionalService","resources"
"Microsoft.ProgrammableConnectivity/operations","Microsoft.ProgrammableConnectivity","operations"
"Microsoft.ProgrammableConnectivity/locations","Microsoft.ProgrammableConnectivity","locations"
